Current_Rep,Seller,Date,Doc_Type,Doc_No,Customer,Customer_Group,Material_Code,Amount,Sales_Qty,Ship_To_State,Billing_Country,Material_Name,Broad_Phase,Product_Phase,Particle_size,Pore_size,ID_(mm),Length_(mm),List_price,Price_Floor,Specification
Sales Rep A,Sales Rep D,11/9/2022,Standard Sales Order,SO2025007892,ACCT_1158_ZBV,ACCT_1158,FAKE-00969,12759.5,10,NJ,USA,"HPLC Column,  Proteomix SCX NP3",IEX,Proteomix SCX,3,NP,2.1,150,1123.22,874.82,2.1mmx150mm
Sales Rep B,Sales Rep B,6/7/2025,Standard Sales Order,SO2023007893,ACCT_1158_OME,ACCT_1158,FAKE-00337,509.29,1,,Switzerland,Cytiva 15um Source 15-Q resin in 75.0 X250 mm column,Packing Service,Cytiva 15um Source 15-Q,Null,Null,Null,Null,391.76,276.16,Null
Sales Rep D,Sales Rep B,7/22/2025,Standard Sales Order,SO2024007894,ACCT_1158_IDF,ACCT_1158,FAKE-00221,1088.1,1,,Denmark,"HPLC Column,  SRT-C SEC-100 PEEK",SEC,SRT-C SEC,5,100,4.6,50,837.0,627.75,4.6mmx50mm
Sales Rep C,Sales Rep B,1/3/2025,Standard Sales Order,SO2025007895,ACCT_1158_BDE,ACCT_1158,FAKE-01140,2397.28,4,IL,USA,"HPLC Column,  GP-C18",RP,GP-C18,5,120,4.6,250,704.0,457.6,4.6mmx250mm
Sales Rep B,Sales Rep A,10/5/2024,Standard Sales Order,SO2023007896,ACCT_1158_GPW,ACCT_1158,FAKE-01194,8158.2,10,,Denmark,"HPLC Column,  BR-C18",RP,BR-C18,3,120,4,10,732.52,651.63,4mmx10mm
Sales Rep D,Sales Rep B,11/14/2024,Standard Sales Order,SO2024007897,ACCT_1158_LFP,ACCT_1158,FAKE-00680,5679.45,3,CA,USA,"HPLC Column,  Proteomix SCX-NP5",IEX,Proteomix SCX,5,NP,4.6,250,1482.56,1265.03,4.6mmx250mm
Sales Rep A,Sales Rep A,4/29/2025,Standard Sales Order,SO2025007898,ACCT_1158_WNW,ACCT_1158,FAKE-00845,4392.8,2,WA,USA,"HPLC Column,  Proteomix SAX NP3",IEX,Proteomix SAX,3,NP,2.1,150,1955.0,1759.5,2.1mmx150mm
Sales Rep D,Sales Rep D,7/13/2025,Standard Sales Order,SO2023007899,ACCT_1158_OFS,ACCT_1158,FAKE-01053,5763.4,10,,Taiwan,"HPLC Column,  SRT-10 SEC-2000",SEC,SRT-10 SEC,10,2000,21.2,300,609.16,546.6,21.2mmx300mm
Sales Rep A,Sales Rep A,1/23/2025,Standard Sales Order,SO2024007900,ACCT_1158_DYZ,ACCT_1158,FAKE-00549,3041.16,4,,Germany,"HPLC Column,  SRT SEC-150",SEC,SRT SEC,5,150,7.8,50,641.0,576.9,7.8mmx50mm
Sales Rep C,Sales Rep B,10/22/2024,Standard Sales Order,SO2025007901,ACCT_1158_EPV,ACCT_1158,FAKE-01187,13489.6,20,CA,USA,Frit PEEK 0.5um .062x.065x.250,Accessories,Precolumn Filter,Null,Null,Null,Null,852.47,674.48,Null
Sales Rep A,Sales Rep B,3/5/2025,Standard Sales Order,SO2023007902,ACCT_1158_JSO,ACCT_1158,FAKE-01034,4592.58,3,MA,USA,"HPLC Column,  Bio-C4",RP,Bio-C4,3,300,2.1,50,1189.07,885.6,2.1mmx50mm
Sales Rep C,Sales Rep C,4/26/2025,Standard Sales Order,SO2024007903,ACCT_1158_EIG,ACCT_1158,FAKE-01246,1551.42,2,,France,"HPLC Column,  SRT SEC-1000",SEC,SRT SEC,5,1000,7.8,50,711.0,533.25,7.8mmx50mm
Sales Rep C,Sales Rep D,12/21/2024,Standard Sales Order,SO2025007904,ACCT_1158_PZI,ACCT_1158,FAKE-00360,1986.3,1,IA,USA,"HPLC Column, SRT SEC-2000",SEC,SRT SEC,5,2000,7.8,300,2207.0,1986.3,7.8mmx300mm
Sales Rep C,Sales Rep B,5/11/2024,Standard Sales Order,SO2023007905,ACCT_0210_EJF,ACCT_0210,FAKE-01266,1045.23,1,CT,USA,"HPLC Column,  SRT SEC-300",SEC,SRT SEC,5,300,7.8,300,1180.76,829.54,7.8mmx300mm
Sales Rep D,Sales Rep C,1/13/2025,Standard Sales Order,SO2024007906,ACCT_0210_TAA,ACCT_0210,FAKE-01266,1555.48,2,,Germany,SRT-10 SEC-100,SEC,SRT-10 SEC,10,100,7.8,300,980.54,777.74,7.8mmx300mm
Sales Rep B,Sales Rep D,9/24/2024,Standard Sales Order,SO2025007907,ACCT_0210_SHH,ACCT_0210,FAKE-01266,1387.88,1,,Taiwan,"HPLC Column,  Proteomix RP-1000",RP,Proteomix RP,5,1000,2.1,50,1083.11,890.73,2.1mmx50mm
Sales Rep A,Sales Rep A,8/30/2024,Standard Sales Order,SO2023007908,ACCT_1059_XVK,ACCT_1059,FAKE-00098,889.54,2,CA,USA,"HPLC Column,  Proteomix HIC Butyl-NP1.7",HIC,Proteomix HIC Butyl,1.7,NP,4.6,100,482.52,379.72,4.6mmx100mm
Sales Rep B,Sales Rep C,9/27/2024,Standard Sales Order,SO2024007909,ACCT_1059_XCK,ACCT_1059,FAKE-01160,558.66,1,MA,USA,PEEK Refill Frits for Precolumn Filter (0.5 µm) 5 units/pk,Accessories,Precolumn Filter,Null,Null,Null,Null,482.03,379.93,Null
Sales Rep D,Sales Rep B,7/10/2025,Service sales order,SO2025007910,ACCT_1059_RWE,ACCT_1059,FAKE-01232,1451.61,3,CA,USA,"HPLC Column,  Zenix-C SEC-300",SEC,Zenix-C SEC,3,300,7.8,300,548.29,483.87,7.8mmx300mm
Sales Rep B,Sales Rep B,10/24/2024,Standard Sales Order,SO2023007911,ACCT_1059_ENA,ACCT_1059,FAKE-00660,1297.16,4,,United Kingdom,"HPLC Column,  SRT-C SEC-500",SEC,SRT-C SEC,5,500,7.8,300,381.55,312.08,7.8mmx300mm
Sales Rep D,Sales Rep C,10/12/2024,Standard Sales Order,SO2024007912,ACCT_1059_LIG,ACCT_1059,FAKE-00523,3548.37,3,NJ,USA,"HPLC Column,  SRT-10C SEC-500",SEC,SRT-10C SEC,10,500,10,300,1182.55,829.62,10mmx300mm
Sales Rep C,Sales Rep D,4/30/2025,Standard Sales Order,SO2025007913,ACCT_1059_IMG,ACCT_1059,FAKE-01232,565.04,1,CA,USA,"HPLC Column,  SRT-10 SEC-500",SEC,SRT-10 SEC,10,500,21.2,300,451.15,400.61,21.2mmx300mm
Sales Rep B,Sales Rep D,1/14/2025,Standard Sales Order,SO2023007914,ACCT_0352_MST,ACCT_0352,FAKE-00137,1270.45,1,,South Korea,Precolumn filter/frit,Accessories,Precolumn Filter,Null,Null,Null,Null,1485.92,1063.95,Null
Sales Rep D,Sales Rep D,3/10/2025,Standard Sales Order,SO2024007915,ACCT_0352_VXR,ACCT_0352,FAKE-00137,5378.95,5,,Germany,"HPLC Guard Column,  Zenix-C SEC-300",SEC,Zenix-C SEC,3,300,4.6,50,1160.25,979.51,4.6mmx50mm
Sales Rep C,Sales Rep B,1/12/2025,Standard Sales Order,SO2025007916,ACCT_0336_WQW,ACCT_0336,FAKE-00750,1346.61,1,MA,USA,"HPLC Column,  SRT SEC-300",SEC,SRT SEC,5,300,7.8,150,1302.51,1065.41,7.8mmx150mm
Sales Rep D,Sales Rep A,9/4/2024,Standard Sales Order,SO2023007917,ACCT_0336_LTN,ACCT_0336,FAKE-01231,126.9,1,CA,USA,"Prep Column Coupler, 0.015'' Thru Hole",Accessories,Coupler,Null,Null,Null,Null,141.0,126.9,Null
Sales Rep C,Sales Rep D,3/1/2025,Standard Sales Order,SO2024007918,ACCT_0336_PDL,ACCT_0336,FAKE-00750,1416.86,2,NJ,USA,"HPLC Column,  SRT-C SEC-300",SEC,SRT-C SEC,5,300,7.8,300,985.34,708.43,7.8mmx300mm
Sales Rep D,Sales Rep C,10/7/2024,Standard Sales Order,SO2025007919,ACCT_0336_EDN,ACCT_0336,FAKE-01231,756.52,1,PA,USA,Proteomix WCX-NP10,IEX,Proteomix WCX,10,NP,2.1,100,903.0,677.25,2.1mmx100mm
Sales Rep C,Sales Rep C,4/27/2025,Standard Sales Order,SO2023007920,ACCT_0336_WDK,ACCT_0336,FAKE-00750,6997.68,4,IL,USA,"HPLC Column,  Proteomix SCX-NP5",IEX,Proteomix SCX,5,NP,4.6,250,1811.0,1358.25,4.6mmx250mm
Sales Rep D,Sales Rep B,10/2/2024,Standard Sales Order,SO2024007921,ACCT_0336_NLN,ACCT_0336,FAKE-01231,3901.54,2,,Denmark,"HPLC Column,  Proteomix HIC Ethyl-NP1.7",HIC,Proteomix HIC Ethyl,1.7,NP,4.6,100,2086.0,1877.4,4.6mmx100mm
Sales Rep B,Sales Rep C,5/11/2025,Standard Sales Order,SO2025007922,ACCT_0336_JVV,ACCT_0336,FAKE-01231,1230.36,3,,India,"HPLC Column,  Unix-C SEC-300",SEC,Unix-C SEC,1.8,300,4.6,300,541.12,410.12,4.6mmx300mm
Sales Rep A,Sales Rep A,5/9/2024,Standard Sales Order,SO2023007923,ACCT_0514_SYK,ACCT_0514,FAKE-00680,4681.56,3,TX,USA,"HPLC Column,  SRT SEC-1000",SEC,SRT SEC,5,1000,4.6,150,1395.0,1046.25,4.6mmx150mm
Sales Rep C,Sales Rep B,3/10/2025,Standard Sales Order,SO2024007924,ACCT_0514_LND,ACCT_0514,FAKE-00680,5934.0,4,CA,USA,"HPLC Column,  Zenix SEC-300",SEC,Zenix SEC,3,300,7.8,200,1978.0,1483.5,7.8mmx200mm
Sales Rep A,Sales Rep B,4/3/2025,Standard Sales Order,SO2025007925,ACCT_0514_FWO,ACCT_0514,FAKE-00680,674.84,1,CA,USA,"HPLC Column,  SRT SEC-500 PEEK",SEC,SRT SEC,5,500,4.6,150,713.78,513.41,4.6mmx150mm
Sales Rep A,Sales Rep C,11/14/2024,Standard Sales Order,SO2023007926,ACCT_0514_OVR,ACCT_0514,FAKE-01034,3330.6,5,ME,USA,"HPLC Column,  Proteomix WCX-NP5",IEX,Proteomix WCX,5,NP,4.6,250,744.67,597.76,4.6mmx250mm
Sales Rep A,Sales Rep D,7/31/2025,Standard Sales Order,SO2024007927,ACCT_0514_UHJ,ACCT_0514,FAKE-00680,8107.5,5,MA,USA,"HPLC Column,  Zenix SEC-150",SEC,Zenix SEC,3,150,7.8,300,2162.0,1621.5,7.8mmx300mm
Sales Rep B,Sales Rep C,2/25/2025,Standard Sales Order,SO2025007928,ACCT_0514_KWS,ACCT_0514,FAKE-01034,781.3,1,CA,USA,"HPLC Column,  Proteomix HIC Butyl-NP5",HIC,Proteomix HIC Butyl,5,NP,4,10,601.0,540.9,4mmx10mm
Sales Rep D,Sales Rep B,1/26/2025,Standard Sales Order,SO2023007929,ACCT_0514_DRH,ACCT_0514,FAKE-01034,609.3,1,FL,USA,"HPLC Column, SRT SEC-2000",SEC,SRT SEC,5,2000,7.8,50,677.0,609.3,7.8mmx50mm
Sales Rep C,Sales Rep B,6/11/2025,Standard Sales Order,SO2024007930,ACCT_0775_YTE,ACCT_0775,FAKE-01201,1645.08,1,CA,USA,"HPLC Column,  BioService Affinity HSA",Service,Affinity Service,5,Null,2.1,50,1738.0,1303.5,2.1mmx50mm
Sales Rep B,Sales Rep C,9/11/2024,Service sales order,SO2025007931,ACCT_0775_VLG,ACCT_0775,FAKE-01062,11254.6,5,,South Korea,"HPLC Column,  SRT SEC-500",SEC,SRT SEC,5,500,7.8,300,2207.0,1891.8,7.8mmx300mm
Sales Rep D,Sales Rep C,1/10/2025,Standard Sales Order,SO2023007932,ACCT_0775_DBD,ACCT_0775,FAKE-01201,2605.64,2,CA,USA,Proteomix POR50-dT20,Affinity,Proteomix POR50-dT20,Null,Null,4.6,50,1499.24,1221.17,4.6mmx50mm
Sales Rep B,Sales Rep C,1/31/2025,Service sales order,SO2024007933,ACCT_0775_ACT,ACCT_0775,FAKE-01062,5755.48,4,,Switzerland,"HPLC Column,  Zenix-C SEC-150 PEEK",SEC,Zenix-C SEC,3,150,4.6,300,1280.84,1036.46,4.6mmx300mm
Sales Rep C,Sales Rep C,6/6/2025,Standard Sales Order,SO2025007934,ACCT_0775_YNU,ACCT_0775,FAKE-01201,4477.26,3,CA,USA,"HPLC Column,  Proteomix WAX-NP1.7",IEX,Proteomix WAX,1.7,NP,2.1,100,1835.0,1376.25,2.1mmx100mm
Sales Rep B,Sales Rep C,4/25/2025,Standard Sales Order,SO2023007935,ACCT_0617_PZJ,ACCT_0617,FAKE-01187,2437.34,2,MA,USA,"HPLC Column,  Zenix-C SEC-100",SEC,Zenix-C SEC,3,100,4.6,300,1086.31,852.86,4.6mmx300mm
Sales Rep A,Sales Rep C,8/31/2024,Standard Sales Order,SO2024007936,ACCT_0617_HPF,ACCT_0617,FAKE-00667,2857.3,10,,South Korea,SLC-Abbvie_06_20_2025,Service,Affinity Service,Null,Null,Null,Null,362.47,263.3,Null
Sales Rep D,Sales Rep B,2/21/2024,Standard Sales Order,SO2025007937,ACCT_0617_GIJ,ACCT_0617,FAKE-00667,2328.18,2,MO,USA,"HPLC Column, Sepax, Carbomix Pb-NP10, 8% Crosslinkage",Carbomix,Carbomix Pb,10,NP,7.8,100,1327.27,1164.09,7.8mmx100mm
Sales Rep B,Sales Rep C,8/31/2024,Standard Sales Order,SO2023007938,ACCT_0617_GKB,ACCT_0617,FAKE-01187,2175.42,2,MA,USA,"HPLC Column,  Proteomix HIC Ethyl-NP5",HIC,Proteomix HIC Ethyl,5,NP,4.6,35,1225.0,918.75,4.6mmx35mm
Sales Rep B,Sales Rep D,12/4/2024,Standard Sales Order,SO2024007939,ACCT_0617_HMV,ACCT_0617,FAKE-00667,442.51,1,CA,USA,Precolumn filter/frit,Accessories,Precolumn Filter,Null,Null,Null,Null,340.39,292.59,Null
Sales Rep C,Sales Rep D,3/6/2025,Service sales order,SO2025007940,ACCT_0617_NGF,ACCT_0617,FAKE-01092,596.67,1,,France,"HPLC Column,  SRT SEC-500",SEC,SRT SEC,5,500,4.6,50,686.0,514.5,4.6mmx50mm
Sales Rep C,Sales Rep B,11/22/2024,Standard Sales Order,SO2023007941,ACCT_0617_MUW,ACCT_0617,FAKE-01092,3605.36,2,,Ireland,"HPLC Column,  Zenix SEC-300",SEC,Zenix SEC,3,300,4.6,300,2067.0,1476.75,4.6mmx300mm
Sales Rep C,Sales Rep D,11/25/2024,Standard Sales Order,SO2024007942,ACCT_0958_MKR,ACCT_0958,FAKE-01132,27477.8,20,,Japan,"PolyRP-300, 15um, 300A",RP,PolyRP,15,300,Null,Null,1306.0,987.64,Null
Sales Rep C,Sales Rep B,4/6/2025,Standard Sales Order,SO2025007943,ACCT_0958_DCC,ACCT_0958,FAKE-01132,2237.5,2,,Spain,Frit PEEK 2um .062x.065x.250,Accessories,Precolumn Filter,Null,Null,Null,Null,1151.39,919.24,Null
Sales Rep A,Sales Rep C,8/28/2025,Standard Sales Order,SO2023007944,ACCT_0958_HUF,ACCT_0958,FAKE-01132,3271.2,4,,United Kingdom,Coupler PEEK Male/Male-1/2in,Accessories,Coupler,Null,Null,Null,Null,909.11,817.8,Null
Sales Rep D,Sales Rep B,6/19/2025,Standard Sales Order,SO2024007945,ACCT_0958_OVX,ACCT_0958,FAKE-01132,586.82,2,CA,USA,"Polar MC30-HIC Butyl, 4.2mL Pre-Packed Column",Bulk,Null,Null,Null,Null,Null,335.86,271.31,Null
Sales Rep D,Sales Rep C,9/25/2024,Standard Sales Order,SO2025007946,ACCT_0958_JNY,ACCT_0958,FAKE-01132,1888.77,3,,Japan,"HPLC Column, Sepax, Carbomix Ca-NP10, 8% Crosslinkage",Carbomix,Carbomix Ca,10,NP,4.6,250,552.63,448.59,4.6mmx250mm
Sales Rep D,Sales Rep B,2/5/2024,Standard Sales Order,SO2023007947,ACCT_0958_CXH,ACCT_0958,FAKE-01132,3375.0,3,,India,"HPLC Column,  Protein A Affinity",Affinity,ProAqa Excel,Null,Null,4.5,50,1250.0,1125.0,4.6mmx50mm
Sales Rep A,Sales Rep D,3/14/2025,Standard Sales Order,SO2024007948,ACCT_0958_AZS,ACCT_0958,FAKE-00800,3863.15,5,,Canada,"HPLC Column,  Zenix SEC-300",SEC,Zenix SEC,3,300,4.6,300,725.6,523.39,4.6mmx300mm
Sales Rep A,Sales Rep A,3/18/2025,Standard Sales Order,SO2025007949,ACCT_0644_TNV,ACCT_0644,FAKE-00360,1372.34,2,,Japan,Sepax Monomix H2P SAX,Tween,Monomix H2P SAX,40,NP,2.1,50,775.92,686.17,2.1mmx50mm
Sales Rep A,Sales Rep B,5/2/2025,Standard Sales Order,SO2023007950,ACCT_0644_YZI,ACCT_0644,FAKE-00955,23667.8,10,CA,USA,"HPLC Column,  Unix SEC-300",SEC,Unix SEC,1.8,300,4.6,300,2508.0,2257.2,4.6mmx300mm
Sales Rep A,Sales Rep A,7/21/2024,Standard Sales Order,SO2024007951,ACCT_0644_SYJ,ACCT_0644,FAKE-00019,1549.54,2,MA,USA,"HPLC Column,  SRT SEC-750",SEC,SRT SEC,5,750,7.8,50,711.53,561.53,7.8mmx50mm
Sales Rep B,Sales Rep B,6/19/2025,Standard Sales Order,SO2025007952,ACCT_0644_TVW,ACCT_0644,FAKE-00955,681.34,1,IL,USA,"HPLC Column,  Proteomix RP-1000",RP,Proteomix RP,5,1000,2.1,100,814.0,610.5,2.1mmx100mm
Sales Rep C,Sales Rep C,8/6/2025,Standard Sales Order,SO2023007953,ACCT_0644_SQZ,ACCT_0644,FAKE-00019,1388.22,1,,India,"HPLC GUARD Column,  Unix-C SEC-300",SEC,Unix-C SEC,1.8,300,4.6,20,1420.57,1056.54,4.6mmx20mm
Sales Rep A,Sales Rep C,10/5/2024,Standard Sales Order,SO2024007954,ACCT_0644_QHC,ACCT_0644,FAKE-00019,493.14,2,CA,USA,"HPLC Column,  Zenix SEC-80",SEC,Zenix SEC,3,80,7.8,50,276.22,210.79,7.8mmx50mm
Sales Rep B,Sales Rep C,4/14/2025,Standard Sales Order,SO2025007955,ACCT_0644_JOT,ACCT_0644,FAKE-00360,1484.6,1,MD,USA,"HPLC Column,  Antibodix NP3 PEEK",IEX,Antibodix WCX,3,NP,2.1,50,1495.0,1121.25,2.1mmx50mm
Sales Rep C,Sales Rep A,2/2/2025,Standard Sales Order,SO2023007956,ACCT_0206_ZXO,ACCT_0206,FAKE-00955,180.7,1,WA,USA,Frit PEEK 0.5um .062x.065x.250,Accessories,Precolumn Filter,Null,Null,Null,Null,139.0,118.15,Null
Sales Rep D,Sales Rep B,12/24/2024,Standard Sales Order,SO2024007957,ACCT_0206_ZDO,ACCT_0206,FAKE-00778,748.72,1,MA,USA,"HPLC Column,  SRT-C SEC-500",SEC,SRT-C SEC,5,500,4.6,300,745.19,623.12,4.6mmx300mm
Sales Rep C,Sales Rep A,12/24/2024,Standard Sales Order,SO2025007958,ACCT_0206_GRX,ACCT_0206,FAKE-00778,1167.57,1,CO,USA,"HPLC Column,  SRT SEC-500",SEC,SRT SEC,5,500,4.6,300,1318.25,1167.57,4.6mmx300mm
Sales Rep D,Sales Rep A,2/19/2025,Standard Sales Order,SO2023007959,ACCT_0206_MPV,ACCT_0206,FAKE-00778,1159.42,1,MO,USA,"HPLC Column, Sepax, Carbomix Ca-NP10, 8% Crosslinkage",Carbomix,Carbomix Ca,10,NP,7.8,300,1210.53,924.95,7.8mmx300mm
Sales Rep B,Sales Rep A,2/20/2025,Standard Sales Order,SO2024007960,ACCT_0206_JZW,ACCT_0206,FAKE-00955,2354.3,1,,Netherlands,"HPLC Column,  Proteomix SAX-NP5",IEX,Proteomix SAX,5,NP,4.6,250,1811.0,1629.9,4.6mmx250mm
Sales Rep D,Sales Rep D,4/4/2025,Standard Sales Order,SO2025007961,ACCT_0206_JBV,ACCT_0206,FAKE-00778,1260.32,2,PA,USA,Filter PreColumn PEEK 0.5um,Accessories,Precolumn Filter,Null,Null,Null,Null,620.62,464.5,Null
Sales Rep A,Sales Rep C,8/8/2025,Standard Sales Order,SO2023007962,ACCT_0206_RMV,ACCT_0206,FAKE-00955,423.83,1,WA,USA,"HPLC Column,  Zenix-C SEC-100",SEC,Zenix-C SEC,3,100,4.6,50,486.34,423.83,4.6mmx50mm
Sales Rep C,Sales Rep C,7/4/2025,Standard Sales Order,SO2024007963,ACCT_0206_EQX,ACCT_0206,FAKE-00098,5201.76,3,,Switzerland,Frit PEEK 2um .062x.065x.250,Accessories,Precolumn Filter,Null,Null,Null,Null,1391.25,1218.58,Null
Sales Rep A,Sales Rep A,1/17/2025,Standard Sales Order,SO2025007964,ACCT_0206_JME,ACCT_0206,FAKE-00636,5550.0,5,,Germany,"HPLC Column,  SRT SEC-150",SEC,SRT SEC,5,150,4.6,150,895.38,641.39,4.6mmx150mm
Sales Rep D,Sales Rep D,7/29/2025,Standard Sales Order,SO2023007965,ACCT_0206_OLM,ACCT_0206,FAKE-00107,888.96,1,,India,"HPLC Column,Carbomix Ca-NP10, 10% Crosslinkage",Carbomix,Carbomix Ca,10,NP,4.6,300,1007.0,755.25,4.6mmx300mm
Sales Rep A,Sales Rep C,10/17/2024,Service sales order,SO2024007966,ACCT_0206_MUH,ACCT_0206,FAKE-00955,2028.75,1,PA,USA,"HPLC Column, BioMix SEC-300",SEC,BioMIX SEC,3,300,7.8,300,2705.0,2028.75,7.8mmx300mm
Sales Rep A,Sales Rep D,7/8/2025,Standard Sales Order,SO2025007967,ACCT_0206_INQ,ACCT_0206,FAKE-00765,4790.76,3,PA,USA,"HPLC Column, Sepax, Carbomix Ca-NP5, 8% Crosslinkage",Carbomix,Carbomix Ca,5,NP,7.8,300,1638.0,1228.5,7.8mmx300mm
Sales Rep B,Sales Rep B,10/8/2024,Standard Sales Order,SO2023007968,ACCT_0206_QUA,ACCT_0206,FAKE-01088,1193.36,4,,Israel,"HPLC Column,  SRT SEC-500",SEC,SRT SEC,5,500,10,50,242.17,193.27,10mmx50mm
Sales Rep C,Sales Rep B,9/17/2024,Standard Sales Order,SO2024007969,ACCT_0206_KHM,ACCT_0206,FAKE-00667,1009.68,4,PA,USA,"HPLC Column,  Zenix SEC-300",SEC,Zenix SEC,3,300,4.6,50,248.3,176.12,4.6mmx50mm
Sales Rep A,Sales Rep D,12/19/2024,Standard Sales Order,SO2025007970,ACCT_0206_WOA,ACCT_0206,FAKE-00778,2550.45,1,WI,USA,"HPLC Column,  Zenix-C SEC-150",SEC,Zenix-C SEC,3,150,7.8,300,2307.0,2076.3,7.8mmx300mm
Sales Rep B,Sales Rep D,12/19/2024,Standard Sales Order,SO2023007971,ACCT_0206_EYE,ACCT_0206,FAKE-00778,3882.21,3,MA,USA,SRT-10 SEC-500,SEC,SRT-10 SEC,10,500,10,250,1125.01,988.19,10mmx250mm
Sales Rep D,Sales Rep A,8/8/2025,Standard Sales Order,SO2024007972,ACCT_0206_VTA,ACCT_0206,FAKE-00667,1713.49,1,,India,"HPLC Column,  Zenix SEC-300",SEC,Zenix SEC,3,300,2.1,300,1318.07,1125.94,2.1mmx300mm
Sales Rep D,Sales Rep C,11/12/2024,Standard Sales Order,SO2025007973,ACCT_0206_SIC,ACCT_0206,FAKE-00765,133.37,1,CO,USA,Filter PreColumn PEEK 0.5um,Accessories,Precolumn Filter,Null,Null,Null,Null,128.0,108.8,Null
Sales Rep D,Sales Rep A,8/25/2024,Standard Sales Order,SO2023007974,ACCT_0206_UVV,ACCT_0206,FAKE-00667,8887.6,10,MA,USA,"HPLC Column,  SRT SEC-300",SEC,SRT SEC,5,300,7.8,150,1110.24,825.01,7.8mmx150mm
Sales Rep C,Sales Rep D,10/10/2024,Standard Sales Order,SO2024007975,ACCT_0206_OYT,ACCT_0206,FAKE-01152,1964.1,2,CA,USA,"HPLC Column,  SRT SEC-500 PEEK",SEC,SRT SEC,5,500,4.6,50,755.42,542.35,4.6mmx50mm
Sales Rep C,Sales Rep D,4/8/2025,Standard Sales Order,SO2025007976,ACCT_0206_UOV,ACCT_0206,FAKE-00778,1012.85,1,,Germany,"HPLC Column,  Bio-C18",RP,Bio-C18,3,200,4.6,250,806.39,567.49,4.6mmx250mm
Sales Rep B,Sales Rep D,12/14/2024,Standard Sales Order,SO2023007977,ACCT_0206_VIS,ACCT_0206,FAKE-00257,844.53,1,,India,"HPLC Column,  Proteomix SAX-NP5",IEX,Proteomix SAX,5,NP,4.6,100,649.64,502.33,4.6mmx100mm
Sales Rep C,Sales Rep A,1/30/2025,Standard Sales Order,SO2024007978,ACCT_0206_CBS,ACCT_0206,FAKE-01260,630.9,2,NE,USA,"HPLC Column,  SRT-10 SEC-300",SEC,SRT-10 SEC,10,300,21.2,300,266.56,230.87,21.2mmx300mm
Sales Rep B,Sales Rep A,10/25/2024,Standard Sales Order,SO2025007979,ACCT_0206_UMN,ACCT_0206,FAKE-01246,1530.1,1,CA,USA,"HPLC Column,  SRT-C SEC-1000",SEC,SRT-C SEC,5,1000,7.8,300,1215.17,1003.13,7.8mmx300mm
Sales Rep A,Sales Rep C,3/9/2025,Standard Sales Order,SO2023007980,ACCT_0206_SEA,ACCT_0206,FAKE-00073,2659.88,2,,United Kingdom,"HPLC Column, SRT SEC-2000",SEC,SRT SEC,5,2000,4.6,150,1370.81,1219.47,4.6mmx150mm
Sales Rep C,Sales Rep B,5/26/2025,Standard Sales Order,SO2024007981,ACCT_0206_QSN,ACCT_0206,FAKE-00781,5169.3,3,CA,USA,"HPLC Column,  SRT-C SEC-300",SEC,SRT-C SEC,5,300,7.8,300,1470.54,1041.05,7.8mmx300mm
Sales Rep B,Sales Rep D,2/20/2024,Standard Sales Order,SO2025007982,ACCT_0206_NRW,ACCT_0206,FAKE-01173,5941.9,10,PA,USA,"HPLC Column,  Proteomix SAX-NP1.7",IEX,Proteomix SAX,1.7,NP,4,10,457.07,362.12,4mmx10mm
Sales Rep B,Sales Rep D,5/28/2025,Standard Sales Order,SO2023007983,ACCT_0206_DDJ,ACCT_0206,FAKE-01104,1862.76,3,,Italy,"HPLC Column, SRT-C SEC-2000",SEC,SRT-C SEC,Null,Null,Null,Null,674.3,530.85,7.8mmx50mm
Sales Rep D,Sales Rep B,2/15/2025,Standard Sales Order,SO2024007984,ACCT_0206_ZUX,ACCT_0206,FAKE-00667,816.37,1,,Germany,"HPLC Column,  GP-C18",RP,GP-C18,3,120,4.6,250,756.24,662.21,4.6mmx250mm
Sales Rep B,Sales Rep D,11/30/2024,Standard Sales Order,SO2025007985,ACCT_0206_XAM,ACCT_0206,FAKE-01160,2957.46,2,OH,USA,"HPLC Column,  SRT SEC-1000",SEC,SRT SEC,5,1000,7.8,50,1300.96,1055.93,7.8mmx50mm
Sales Rep A,Sales Rep D,9/2/2024,Standard Sales Order,SO2023007986,ACCT_0206_ICI,ACCT_0206,FAKE-00457,1381.68,1,,Taiwan,"Carbomix H-NP10, 8% Crosslinkage",Carbomix,Carbomix H,10,NP,7.8,300,1199.0,899.25,7.8mmx300mm
Sales Rep B,Sales Rep A,5/1/2025,Standard Sales Order,SO2024007987,ACCT_0206_ALN,ACCT_0206,FAKE-00073,14540.1,10,NH,USA,"HPLC Column,  SRT-10C SEC-300",SEC,SRT-10C SEC,10,300,21.2,300,1272.15,1054.81,21.2mmx300mm
Sales Rep A,Sales Rep B,12/8/2024,Standard Sales Order,SO2025007988,ACCT_0206_WMO,ACCT_0206,FAKE-00427,1357.24,1,OK,USA,Frit PEEK 2um .062x.065x.250,Accessories,Precolumn Filter,Null,Null,Null,Null,1044.03,902.27,Null
Sales Rep A,Sales Rep B,8/15/2025,Standard Sales Order,SO2023007989,ACCT_0206_AJD,ACCT_0206,FAKE-00955,7903.12,4,MD,USA,"HPLC Column,  Zenix SEC-300",SEC,Zenix SEC,3,300,7.8,150,1851.0,1388.25,7.8mmx150mm
