Current_Rep,Seller,Date,Doc_Type,Doc_No,Customer,Customer_Group,Material_Code,Amount,Sales_Qty,Ship_To_State,Billing_Country,Material_Name,Broad_Phase,Product_Phase,Particle_size,Pore_size,ID_(mm),Length_(mm),List_price,Price_Floor,Specification
Sales Rep C,Sales Rep C,7/26/2023,Invoice,SO2025019785,Account_0687_NQA,Account_0687,FAKE-00004,2931.72,4,,Spain,"Proteomix WCX, 3μm, 300Å, 2.1×250 mm",Accessories,Proteomix WCX,3,300,2.1,250,793.12,686.12,2.1x250mm
Sales Rep B,Sales Rep B,1/20/2023,Order,SO2025019786,Account_0687_CFE,Account_0687,FAKE-00897,5073.15,5,SC,USA,"SRT-C SEC, 10μm, 1000Å, 4.6×250 mm",HIC,SRT-C SEC,10,1000,4.6,250,1045.7,888.61,4.6x250mm
Sales Rep B,Sales Rep B,1/20/2023,Order,SO2025019787,Account_0687_CFE,Account_0687,FAKE-00897,5073.15,5,SC,USA,"SRT-C SEC, 10μm, 1000Å, 4.6×250 mm",RP,SRT-C SEC,10,1000,4.6,250,1045.7,888.61,4.6x250mm
Sales Rep B,Sales Rep B,9/10/2023,Invoice,SO2025019788,Account_0687_QLK,Account_0687,FAKE-00664,3390.68,4,,UK,"C18, 3μm, 300Å, 4.6×250 mm",SEC,C18,3,300,4.6,250,895.44,744.22,4.6x250mm
Sales Rep B,Sales Rep B,1/20/2023,Order,SO2025019789,Account_0687_CFE,Account_0687,FAKE-00897,5073.15,5,SC,USA,"SRT-C SEC, 10μm, 1000Å, 4.6×250 mm",Carbomix,SRT-C SEC,10,1000,4.6,250,1045.7,888.61,4.6x250mm
Sales Rep C,Sales Rep C,7/26/2023,Invoice,SO2025002450,Account_0375_OKY,Account_0375,FAKE-00011,3175.74,3,,Netherlands,"HIC Item, 5μm, 300Å, 4.6×150 mm",Carbomix,General,5,300,4.6,150,1251.21,932.43,4.6x150mm
Sales Rep C,Sales Rep C,6/23/2025,Invoice,SO2023003399,Account_0375_ZQJ,Account_0375,FAKE-00025,689.6,2,,India,"HP-Amino, 10μm, 300Å, 7.8×50 mm",IEX,HP-Amino,10,300,7.8,50,434.68,325.02,7.8x50mm
Sales Rep B,Sales Rep B,1/11/2024,Invoice,SO2025004046,Account_0375_BYY,Account_0375,FAKE-00899,1996.08,4,MS,USA,"Zenix SEC, 10μm, 300Å, 7.8×50 mm",IEX,Zenix SEC,10,300,7.8,50,587.06,431.72,7.8x50mm
Sales Rep A,Sales Rep A,2/19/2024,Order,SO2023004344,Account_0375_FWO,Account_0375,FAKE-00079,3930.57,3,SC,USA,"SRT-C SEC, 5μm, 1000Å, 7.8×300 mm",Affinity,SRT-C SEC,5,1000,7.8,300,1583.95,1173.27,7.8x300mm
Sales Rep D,Sales Rep D,1/8/2023,Invoice,SO2025011984,Account_0375_LOB,Account_0375,FAKE-00839,5681.55,5,,South Korea,"Proteomix SEC, 3μm, 1000Å, 2.1×250 mm",SEC,Proteomix SEC,3,1000,2.1,250,1219.53,1012.04,2.1x250mm
Sales Rep C,Sales Rep C,8/8/2025,Invoice,SO2024012397,Account_0375_HBK,Account_0375,FAKE-00675,697.02,1,,Brazil,"Proteomix WCX, 3μm, 300Å, 2.1×250 mm",Sepax Protein Standard,Proteomix WCX,3,300,2.1,250,807.57,667.17,2.1x250mm
Sales Rep C,Sales Rep C,8/8/2025,Invoice,SO2025019790,Account_0375_HBK,Account_0375,FAKE-00675,697.02,1,,Brazil,"Proteomix WCX, 3μm, 300Å, 2.1×250 mm",SEC,Proteomix WCX,3,300,2.1,250,807.57,667.17,2.1x250mm
Sales Rep A,Sales Rep A,11/15/2024,Order,SO2023006531,Account_0416_NBQ,Account_0416,FAKE-00738,629.98,1,MS,USA,"SRT-C SEC, 3μm, 100Å, 7.8×50 mm",Mixed Mode,SRT-C SEC,3,100,7.8,50,743.15,577.1,7.8x50mm
Sales Rep B,Sales Rep B,1/16/2023,Order,SO2024011746,Account_0416_UZV,Account_0416,FAKE-00098,5342.08,4,,Singapore,"HIC Item, 5μm, 300Å, 4.6×150 mm",HIC,General,5,300,4.6,150,1529.04,1289.74,4.6x150mm
Sales Rep C,Sales Rep C,8/17/2023,Invoice,SO2025010640,Account_0416_SHR,Account_0416,FAKE-00043,600.45,1,,China,"Proteomix SCX, 10μm, 100Å, 2.1×300 mm",SEC,Proteomix SCX,10,100,2.1,300,640.79,493.86,2.1x300mm
Sales Rep B,Sales Rep B,6/26/2025,Order,SO2024011227,Account_0416_YCO,Account_0416,FAKE-00005,3502.68,4,SD,USA,"Proteomix SAX, 5μm, 100Å, 7.8×250 mm",SEC,Proteomix SAX,5,100,7.8,250,924.69,760.59,7.8x250mm
Sales Rep B,Sales Rep B,3/13/2023,Invoice,SO2025004481,Account_0416_BEP,Account_0416,FAKE-00034,174.26,1,,Germany,"Phenyl, 3μm, 300Å, 2.1×50 mm",Packing Service,Phenyl,3,300,2.1,50,203.98,147.96,2.1x50mm
Sales Rep D,Sales Rep D,7/16/2025,Invoice,SO2023002460,Account_0373_HQM,Account_0373,FAKE-00046,3402.81,3,,India,"Affinity Item, 5μm, 300Å, 4.6×150 mm",SEC,General,5,300,4.6,150,1285.92,950.24,4.6x150mm
Sales Rep A,Sales Rep A,8/9/2023,Invoice,SO2024006583,Account_0373_VCI,Account_0373,FAKE-00030,3003.27,3,,Canada,"Accessories Item, 5μm, 300Å, 4.6×150 mm",HIC,General,5,300,4.6,150,1142.88,878.75,4.6x150mm
Sales Rep A,Sales Rep A,6/20/2023,Invoice,SO2024008170,Account_0373_LFI,Account_0373,FAKE-00102,1277.32,2,PA,USA,"Zenix SEC, 3μm, 300Å, 7.8×50 mm",IEX,Zenix SEC,3,300,7.8,50,808.03,611.87,7.8x50mm
Sales Rep D,Sales Rep D,1/10/2024,Order,SO2025013757,Account_0373_VMY,Account_0373,FAKE-00039,5044.15,5,,China,"NP Item, 5μm, 300Å, 4.6×150 mm",SEC,General,5,300,4.6,150,1116.21,900.75,4.6x150mm
Sales Rep D,Sales Rep D,1/10/2024,Order,SO2025019791,Account_0373_VMY,Account_0373,FAKE-00039,5044.15,5,,China,"NP Item, 5μm, 300Å, 4.6×150 mm",Accessories,General,5,300,4.6,150,1116.21,900.75,4.6x150mm
Sales Rep B,Sales Rep B,1/17/2024,Invoice,SO2024002461,Account_0410_GID,Account_0410,FAKE-01026,4461.5,5,,Mexico,"SRT-C SEC, 5μm, 300Å, 4.6×300 mm",SEC,SRT-C SEC,5,300,4.6,300,1100.98,813.33,4.6x300mm
Sales Rep C,Sales Rep C,8/18/2025,Invoice,SO2023006138,Account_0410_NAX,Account_0410,FAKE-01181,3941.45,5,,Brazil,"Zenix SEC, 3μm, 300Å, 7.8×50 mm",Accessories,Zenix SEC,3,300,7.8,50,804.57,687.33,7.8x50mm
Sales Rep B,Sales Rep B,3/4/2024,Invoice,SO2024006577,Account_0410_OGD,Account_0410,FAKE-00084,7021.4,4,,China,"Proteomix SEC, 3μm, 1000Å, 7.8×250 mm",SEC,Proteomix SEC,3,1000,7.8,250,1859.79,1349.01,7.8x250mm
Sales Rep D,Sales Rep D,8/8/2025,Invoice,SO2024007549,Account_0410_GED,Account_0410,FAKE-00098,2788.8,4,,UK,"Zenix SEC, 3μm, 300Å, 7.8×50 mm",SEC,Zenix SEC,3,300,7.8,50,795.6,688.35,7.8x50mm
Sales Rep C,Sales Rep C,4/7/2023,Invoice,SO2023010098,Account_0410_INQ,Account_0410,FAKE-00116,1606.57,1,,Canada,"Zenix SEC, 5μm, 1000Å, 7.8×300 mm",RP,Zenix SEC,5,1000,7.8,300,1639.36,1230.95,7.8x300mm
Sales Rep D,Sales Rep D,7/23/2023,Invoice,SO2023002463,Account_0466_DIR,Account_0466,FAKE-00077,1777.12,2,,China,"Proteomix SAX, 10μm, 1000Å, 4.6×300 mm",SEC,Proteomix SAX,10,1000,4.6,300,1003.57,833.17,4.6x300mm
Sales Rep C,Sales Rep C,3/21/2023,Invoice,SO2023008391,Account_0466_FVM,Account_0466,FAKE-00007,2147.9,5,,Singapore,"Zenix SEC, 10μm, 300Å, 7.8×50 mm",RP,Zenix SEC,10,300,7.8,50,557.54,405.28,7.8x50mm
Sales Rep D,Sales Rep D,6/3/2023,Order,SO2025010925,Account_0466_JHZ,Account_0466,FAKE-00798,3755.07,3,MD,USA,"Zenix SEC, 10μm, 1000Å, 7.8×250 mm",IEX,Zenix SEC,10,1000,7.8,250,1310.27,1138.63,7.8x250mm
Sales Rep D,Sales Rep D,7/23/2023,Invoice,SO2025019792,Account_0466_DIR,Account_0466,FAKE-00077,1777.12,2,,China,"Proteomix SAX, 10μm, 1000Å, 4.6×300 mm",SEC,Proteomix SAX,10,1000,4.6,300,1003.57,833.17,4.6x300mm
Sales Rep D,Sales Rep D,6/3/2023,Order,SO2025019793,Account_0466_JHZ,Account_0466,FAKE-00798,3755.07,3,MD,USA,"Zenix SEC, 10μm, 1000Å, 7.8×250 mm",SEC,Zenix SEC,10,1000,7.8,250,1310.27,1138.63,7.8x250mm
Sales Rep D,Sales Rep D,6/3/2023,Order,SO2025019794,Account_0466_JHZ,Account_0466,FAKE-00798,3755.07,3,MD,USA,"Zenix SEC, 10μm, 1000Å, 7.8×250 mm",Packing Service,Zenix SEC,10,1000,7.8,250,1310.27,1138.63,7.8x250mm
Sales Rep D,Sales Rep D,6/3/2023,Order,SO2025019795,Account_0466_JHZ,Account_0466,FAKE-00798,3755.07,3,MD,USA,"Zenix SEC, 10μm, 1000Å, 7.8×250 mm",RP,Zenix SEC,10,1000,7.8,250,1310.27,1138.63,7.8x250mm
Sales Rep C,Sales Rep C,3/21/2023,Invoice,SO2025019796,Account_0466_FVM,Account_0466,FAKE-00007,2147.9,5,,Singapore,"Zenix SEC, 10μm, 300Å, 7.8×50 mm",SEC,Zenix SEC,10,300,7.8,50,557.54,405.28,7.8x50mm
Sales Rep C,Sales Rep C,3/21/2023,Invoice,SO2025019797,Account_0466_FVM,Account_0466,FAKE-00007,2147.9,5,,Singapore,"Zenix SEC, 10μm, 300Å, 7.8×50 mm",Tween,Zenix SEC,10,300,7.8,50,557.54,405.28,7.8x50mm
Sales Rep D,Sales Rep D,7/23/2023,Invoice,SO2025019798,Account_0466_DIR,Account_0466,FAKE-00077,1777.12,2,,China,"Proteomix SAX, 10μm, 1000Å, 4.6×300 mm",Accessories,Proteomix SAX,10,1000,4.6,300,1003.57,833.17,4.6x300mm
Sales Rep B,Sales Rep B,4/15/2025,Invoice,SO2024002467,Account_0146_CRH,Account_0146,FAKE-00003,1100.64,3,,Mexico,"HP-Amino, 10μm, 300Å, 7.8×50 mm",SEC,HP-Amino,10,300,7.8,50,413.1,332.81,7.8x50mm
Sales Rep C,Sales Rep C,3/22/2023,Invoice,SO2024003892,Account_0146_JRG,Account_0146,FAKE-00052,4925.15,5,TN,USA,"SRT-C SEC, 10μm, 1000Å, 4.6×250 mm",SEC,SRT-C SEC,10,1000,4.6,250,1056.57,930.75,4.6x250mm
Sales Rep A,Sales Rep A,1/11/2024,Invoice,SO2025004541,Account_0146_SEE,Account_0146,FAKE-00055,1345.73,1,,Singapore,"HIC Item, 5μm, 300Å, 4.6×150 mm",SEC,General,5,300,4.6,150,1442.15,1047.06,4.6x150mm
Sales Rep A,Sales Rep A,3/9/2024,Order,SO2024006127,Account_0146_KTG,Account_0146,FAKE-00062,825.47,1,NE,USA,"Proteomix SEC, 5μm, 100Å, 7.8×150 mm",SEC,Proteomix SEC,5,100,7.8,150,873.44,741.25,7.8x150mm
Sales Rep A,Sales Rep A,6/6/2023,Invoice,SO2023007200,Account_0146_DVU,Account_0146,FAKE-00079,2086.4,5,,Canada,"Service Item, 5μm, 300Å, 4.6×150 mm",Sepax Protein Standard,General,5,300,4.6,150,482.83,327.54,4.6x150mm
Sales Rep A,Sales Rep A,6/14/2023,Order,SO2024010327,Account_0146_ISK,Account_0146,FAKE-00019,2203.48,4,NM,USA,"Zenix SEC, 5μm, 300Å, 4.6×150 mm",SEC,Zenix SEC,5,300,4.6,150,681.66,498.48,4.6x150mm
Sales Rep A,Sales Rep A,3/6/2025,Invoice,SO2025014789,Account_0146_CKD,Account_0146,FAKE-00790,1721.13,3,,Germany,"C18, 3μm, 300Å, 2.1×250 mm",SEC,C18,3,300,2.1,250,702.46,531.8,2.1x250mm
Sales Rep A,Sales Rep A,6/6/2023,Invoice,SO2025019799,Account_0146_DVU,Account_0146,FAKE-00079,2086.4,5,,Canada,"Service Item, 5μm, 300Å, 4.6×150 mm",Sepax Protein Standard,General,5,300,4.6,150,482.83,327.54,4.6x150mm
Sales Rep A,Sales Rep A,1/11/2024,Invoice,SO2025019800,Account_0146_SEE,Account_0146,FAKE-00055,1345.73,1,,Singapore,"HIC Item, 5μm, 300Å, 4.6×150 mm",SEC,General,5,300,4.6,150,1442.15,1047.06,4.6x150mm
Sales Rep A,Sales Rep A,1/11/2024,Invoice,SO2025019801,Account_0146_SEE,Account_0146,FAKE-00055,1345.73,1,,Singapore,"HIC Item, 5μm, 300Å, 4.6×150 mm",SEC,General,5,300,4.6,150,1442.15,1047.06,4.6x150mm
Sales Rep B,Sales Rep B,4/15/2025,Invoice,SO2025019802,Account_0146_CRH,Account_0146,FAKE-00003,1100.64,3,,Mexico,"HP-Amino, 10μm, 300Å, 7.8×50 mm",HILIC,HP-Amino,10,300,7.8,50,413.1,332.81,7.8x50mm
Sales Rep A,Sales Rep A,3/6/2025,Invoice,SO2025019803,Account_0146_CKD,Account_0146,FAKE-00790,1721.13,3,,Germany,"C18, 3μm, 300Å, 2.1×250 mm",SEC,C18,3,300,2.1,250,702.46,531.8,2.1x250mm
Sales Rep A,Sales Rep A,1/11/2024,Invoice,SO2025019804,Account_0146_SEE,Account_0146,FAKE-00055,1345.73,1,,Singapore,"HIC Item, 5μm, 300Å, 4.6×150 mm",Tween,General,5,300,4.6,150,1442.15,1047.06,4.6x150mm
Sales Rep A,Sales Rep A,1/11/2024,Invoice,SO2025019805,Account_0146_SEE,Account_0146,FAKE-00055,1345.73,1,,Singapore,"HIC Item, 5μm, 300Å, 4.6×150 mm",IEX,General,5,300,4.6,150,1442.15,1047.06,4.6x150mm
Sales Rep A,Sales Rep A,6/14/2023,Order,SO2025019806,Account_0146_ISK,Account_0146,FAKE-00019,2203.48,4,NM,USA,"Zenix SEC, 5μm, 300Å, 4.6×150 mm",SEC,Zenix SEC,5,300,4.6,150,681.66,498.48,4.6x150mm
Sales Rep A,Sales Rep A,3/9/2024,Order,SO2025019807,Account_0146_KTG,Account_0146,FAKE-00062,825.47,1,NE,USA,"Proteomix SEC, 5μm, 100Å, 7.8×150 mm",SEC,Proteomix SEC,5,100,7.8,150,873.44,741.25,7.8x150mm
Sales Rep A,Sales Rep A,3/9/2024,Order,SO2025019808,Account_0146_KTG,Account_0146,FAKE-00062,825.47,1,NE,USA,"Proteomix SEC, 5μm, 100Å, 7.8×150 mm",Accessories,Proteomix SEC,5,100,7.8,150,873.44,741.25,7.8x150mm
Sales Rep A,Sales Rep A,6/14/2023,Order,SO2025019809,Account_0146_ISK,Account_0146,FAKE-00019,2203.48,4,NM,USA,"Zenix SEC, 5μm, 300Å, 4.6×150 mm",Carbomix,Zenix SEC,5,300,4.6,150,681.66,498.48,4.6x150mm
Sales Rep C,Sales Rep C,3/22/2023,Invoice,SO2025019810,Account_0146_JRG,Account_0146,FAKE-00052,4925.15,5,TN,USA,"SRT-C SEC, 10μm, 1000Å, 4.6×250 mm",SEC,SRT-C SEC,10,1000,4.6,250,1056.57,930.75,4.6x250mm
Sales Rep A,Sales Rep A,6/6/2023,Invoice,SO2025019811,Account_0146_DVU,Account_0146,FAKE-00079,2086.4,5,,Canada,"Service Item, 5μm, 300Å, 4.6×150 mm",Carbomix,General,5,300,4.6,150,482.83,327.54,4.6x150mm
Sales Rep A,Sales Rep A,1/11/2024,Invoice,SO2025019812,Account_0146_SEE,Account_0146,FAKE-00055,1345.73,1,,Singapore,"HIC Item, 5μm, 300Å, 4.6×150 mm",SEC,General,5,300,4.6,150,1442.15,1047.06,4.6x150mm
Sales Rep C,Sales Rep C,3/22/2023,Invoice,SO2025019813,Account_0146_JRG,Account_0146,FAKE-00052,4925.15,5,TN,USA,"SRT-C SEC, 10μm, 1000Å, 4.6×250 mm",IEX,SRT-C SEC,10,1000,4.6,250,1056.57,930.75,4.6x250mm
Sales Rep A,Sales Rep A,3/9/2024,Order,SO2025019814,Account_0146_KTG,Account_0146,FAKE-00062,825.47,1,NE,USA,"Proteomix SEC, 5μm, 100Å, 7.8×150 mm",SEC,Proteomix SEC,5,100,7.8,150,873.44,741.25,7.8x150mm
Sales Rep A,Sales Rep A,6/6/2023,Invoice,SO2025019815,Account_0146_DVU,Account_0146,FAKE-00079,2086.4,5,,Canada,"Service Item, 5μm, 300Å, 4.6×150 mm",SEC,General,5,300,4.6,150,482.83,327.54,4.6x150mm
Sales Rep A,Sales Rep A,6/14/2023,Order,SO2025019816,Account_0146_ISK,Account_0146,FAKE-00019,2203.48,4,NM,USA,"Zenix SEC, 5μm, 300Å, 4.6×150 mm",SEC,Zenix SEC,5,300,4.6,150,681.66,498.48,4.6x150mm
Sales Rep A,Sales Rep A,1/11/2024,Invoice,SO2025019817,Account_0146_SEE,Account_0146,FAKE-00055,1345.73,1,,Singapore,"HIC Item, 5μm, 300Å, 4.6×150 mm",SEC,General,5,300,4.6,150,1442.15,1047.06,4.6x150mm
Sales Rep A,Sales Rep A,9/16/2024,Invoice,SO2025002477,Account_0942_SVI,Account_0942,FAKE-00019,3606.25,5,MO,USA,"SRT-C SEC, 10μm, 100Å, 4.6×250 mm",SEC,SRT-C SEC,10,100,4.6,250,762.55,602.55,4.6x250mm
Sales Rep D,Sales Rep D,3/18/2024,Invoice,SO2023008649,Account_0942_ZAP,Account_0942,FAKE-00707,1234.36,4,UT,USA,"HIC Item, 5μm, 300Å, 4.6×150 mm",SEC,General,5,300,4.6,150,313.23,243.45,4.6x150mm
Sales Rep B,Sales Rep B,6/7/2024,Invoice,SO2023012519,Account_0942_HGH,Account_0942,FAKE-00059,9321.8,5,,Switzerland,"Zenix SEC, 3μm, 1000Å, 7.8×300 mm",SEC,Zenix SEC,3,1000,7.8,300,2103.38,1485.26,7.8x300mm
Sales Rep B,Sales Rep B,6/14/2025,Invoice,SO2025008861,Account_0864_RPR,Account_0864,FAKE-00066,988.4,5,,Sweden,"C18, 3μm, 300Å, 2.1×50 mm",Accessories,C18,3,300,2.1,50,199.51,175.6,2.1x50mm
Sales Rep C,Sales Rep C,3/12/2023,Invoice,SO2023002478,Account_0864_UFX,Account_0864,FAKE-00004,5619.9,5,,Japan,"Proteomix SEC, 3μm, 1000Å, 7.8×150 mm",IEX,Proteomix SEC,3,1000,7.8,150,1400.14,1087.83,7.8x150mm
Sales Rep B,Sales Rep B,2/19/2024,Order,SO2023002490,Account_0424_AYF,Account_0424,FAKE-00060,815.71,1,LA,USA,"Proteomix SEC, 5μm, 100Å, 7.8×150 mm",Carbomix,Proteomix SEC,5,100,7.8,150,878.49,730.83,7.8x150mm
Sales Rep D,Sales Rep D,3/10/2024,Invoice,SO2024002938,Account_0424_DPF,Account_0424,FAKE-00029,2186.4,3,,Denmark,"Packing Service Item, 5μm, 300Å, 4.6×150 mm",SEC,General,5,300,4.6,150,785.96,594.2,4.6x150mm
Sales Rep A,Sales Rep A,9/13/2023,Invoice,SO2024003235,Account_0424_XWD,Account_0424,FAKE-00007,3831.08,4,ND,USA,"Sepax Protein Standard Item, 5μm, 300Å, 4.6×150 mm",SEC,General,5,300,4.6,150,960.13,788.69,4.6x150mm
Sales Rep C,Sales Rep C,3/24/2024,Invoice,SO2023005706,Account_0424_AHN,Account_0424,FAKE-00101,5834.91,3,,Ireland,"Zenix SEC, 3μm, 1000Å, 7.8×300 mm",Accessories,Zenix SEC,3,1000,7.8,300,1980.54,1471.43,7.8x300mm
Sales Rep C,Sales Rep C,4/18/2024,Invoice,SO2025006098,Account_0424_VHO,Account_0424,FAKE-00005,2504.4,3,,Canada,"SRT-C SEC, 3μm, 100Å, 2.1×250 mm",HIC,SRT-C SEC,3,100,2.1,250,881.35,711.0,2.1x250mm
Sales Rep D,Sales Rep D,3/10/2024,Invoice,SO2025019818,Account_0424_DPF,Account_0424,FAKE-00029,2186.4,3,,Denmark,"Packing Service Item, 5μm, 300Å, 4.6×150 mm",SEC,General,5,300,4.6,150,785.96,594.2,4.6x150mm
Sales Rep C,Sales Rep C,4/18/2024,Invoice,SO2025019819,Account_0424_VHO,Account_0424,FAKE-00005,2504.4,3,,Canada,"SRT-C SEC, 3μm, 100Å, 2.1×250 mm",SEC,SRT-C SEC,3,100,2.1,250,881.35,711.0,2.1x250mm
Sales Rep A,Sales Rep A,9/13/2023,Invoice,SO2025019820,Account_0424_XWD,Account_0424,FAKE-00007,3831.08,4,ND,USA,"Sepax Protein Standard Item, 5μm, 300Å, 4.6×150 mm",Sepax Protein Standard,General,5,300,4.6,150,960.13,788.69,4.6x150mm
Sales Rep A,Sales Rep A,9/13/2023,Invoice,SO2025019821,Account_0424_XWD,Account_0424,FAKE-00007,3831.08,4,ND,USA,"Sepax Protein Standard Item, 5μm, 300Å, 4.6×150 mm",IEX,General,5,300,4.6,150,960.13,788.69,4.6x150mm
Sales Rep C,Sales Rep C,4/18/2024,Invoice,SO2025019822,Account_0424_VHO,Account_0424,FAKE-00005,2504.4,3,,Canada,"SRT-C SEC, 3μm, 100Å, 2.1×250 mm",SEC,SRT-C SEC,3,100,2.1,250,881.35,711.0,2.1x250mm
Sales Rep A,Sales Rep A,9/13/2023,Invoice,SO2025019823,Account_0424_XWD,Account_0424,FAKE-00007,3831.08,4,ND,USA,"Sepax Protein Standard Item, 5μm, 300Å, 4.6×150 mm",IEX,General,5,300,4.6,150,960.13,788.69,4.6x150mm
Sales Rep C,Sales Rep C,4/18/2024,Invoice,SO2025019824,Account_0424_VHO,Account_0424,FAKE-00005,2504.4,3,,Canada,"SRT-C SEC, 3μm, 100Å, 2.1×250 mm",Accessories,SRT-C SEC,3,100,2.1,250,881.35,711.0,2.1x250mm
Sales Rep C,Sales Rep C,3/24/2024,Invoice,SO2025019825,Account_0424_AHN,Account_0424,FAKE-00101,5834.91,3,,Ireland,"Zenix SEC, 3μm, 1000Å, 7.8×300 mm",SEC,Zenix SEC,3,1000,7.8,300,1980.54,1471.43,7.8x300mm
Sales Rep B,Sales Rep B,2/19/2024,Order,SO2025019826,Account_0424_AYF,Account_0424,FAKE-00060,815.71,1,LA,USA,"Proteomix SEC, 5μm, 100Å, 7.8×150 mm",SEC,Proteomix SEC,5,100,7.8,150,878.49,730.83,7.8x150mm
Sales Rep C,Sales Rep C,4/18/2024,Invoice,SO2025019827,Account_0424_VHO,Account_0424,FAKE-00005,2504.4,3,,Canada,"SRT-C SEC, 3μm, 100Å, 2.1×250 mm",SEC,SRT-C SEC,3,100,2.1,250,881.35,711.0,2.1x250mm
Sales Rep A,Sales Rep A,9/13/2023,Invoice,SO2025019828,Account_0424_XWD,Account_0424,FAKE-00007,3831.08,4,ND,USA,"Sepax Protein Standard Item, 5μm, 300Å, 4.6×150 mm",Tween,General,5,300,4.6,150,960.13,788.69,4.6x150mm
Sales Rep C,Sales Rep C,3/24/2024,Invoice,SO2025019829,Account_0424_AHN,Account_0424,FAKE-00101,5834.91,3,,Ireland,"Zenix SEC, 3μm, 1000Å, 7.8×300 mm",SEC,Zenix SEC,3,1000,7.8,300,1980.54,1471.43,7.8x300mm
Sales Rep C,Sales Rep C,3/24/2024,Invoice,SO2025019830,Account_0424_AHN,Account_0424,FAKE-00101,5834.91,3,,Ireland,"Zenix SEC, 3μm, 1000Å, 7.8×300 mm",IEX,Zenix SEC,3,1000,7.8,300,1980.54,1471.43,7.8x300mm
Sales Rep D,Sales Rep D,3/10/2024,Invoice,SO2025019831,Account_0424_DPF,Account_0424,FAKE-00029,2186.4,3,,Denmark,"Packing Service Item, 5μm, 300Å, 4.6×150 mm",SEC,General,5,300,4.6,150,785.96,594.2,4.6x150mm
Sales Rep C,Sales Rep C,3/24/2024,Invoice,SO2025019832,Account_0424_AHN,Account_0424,FAKE-00101,5834.91,3,,Ireland,"Zenix SEC, 3μm, 1000Å, 7.8×300 mm",SEC,Zenix SEC,3,1000,7.8,300,1980.54,1471.43,7.8x300mm
Sales Rep B,Sales Rep B,2/19/2024,Order,SO2025019833,Account_0424_AYF,Account_0424,FAKE-00060,815.71,1,LA,USA,"Proteomix SEC, 5μm, 100Å, 7.8×150 mm",SEC,Proteomix SEC,5,100,7.8,150,878.49,730.83,7.8x150mm
Sales Rep C,Sales Rep C,4/18/2024,Invoice,SO2025019834,Account_0424_VHO,Account_0424,FAKE-00005,2504.4,3,,Canada,"SRT-C SEC, 3μm, 100Å, 2.1×250 mm",SEC,SRT-C SEC,3,100,2.1,250,881.35,711.0,2.1x250mm
Sales Rep C,Sales Rep C,4/18/2024,Invoice,SO2025019835,Account_0424_VHO,Account_0424,FAKE-00005,2504.4,3,,Canada,"SRT-C SEC, 3μm, 100Å, 2.1×250 mm",SEC,SRT-C SEC,3,100,2.1,250,881.35,711.0,2.1x250mm
Sales Rep C,Sales Rep C,4/18/2024,Invoice,SO2025019836,Account_0424_VHO,Account_0424,FAKE-00005,2504.4,3,,Canada,"SRT-C SEC, 3μm, 100Å, 2.1×250 mm",SEC,SRT-C SEC,3,100,2.1,250,881.35,711.0,2.1x250mm
Sales Rep B,Sales Rep B,2/19/2024,Order,SO2025019837,Account_0424_AYF,Account_0424,FAKE-00060,815.71,1,LA,USA,"Proteomix SEC, 5μm, 100Å, 7.8×150 mm",RP,Proteomix SEC,5,100,7.8,150,878.49,730.83,7.8x150mm
Sales Rep A,Sales Rep A,9/13/2023,Invoice,SO2025019838,Account_0424_XWD,Account_0424,FAKE-00007,3831.08,4,ND,USA,"Sepax Protein Standard Item, 5μm, 300Å, 4.6×150 mm",SEC,General,5,300,4.6,150,960.13,788.69,4.6x150mm
Sales Rep C,Sales Rep C,4/18/2024,Invoice,SO2025019839,Account_0424_VHO,Account_0424,FAKE-00005,2504.4,3,,Canada,"SRT-C SEC, 3μm, 100Å, 2.1×250 mm",Accessories,SRT-C SEC,3,100,2.1,250,881.35,711.0,2.1x250mm
Sales Rep D,Sales Rep D,3/10/2024,Invoice,SO2025019840,Account_0424_DPF,Account_0424,FAKE-00029,2186.4,3,,Denmark,"Packing Service Item, 5μm, 300Å, 4.6×150 mm",IEX,General,5,300,4.6,150,785.96,594.2,4.6x150mm
Sales Rep B,Sales Rep B,2/19/2024,Order,SO2025019841,Account_0424_AYF,Account_0424,FAKE-00060,815.71,1,LA,USA,"Proteomix SEC, 5μm, 100Å, 7.8×150 mm",Carbomix,Proteomix SEC,5,100,7.8,150,878.49,730.83,7.8x150mm
Sales Rep B,Sales Rep B,2/19/2024,Order,SO2025019842,Account_0424_AYF,Account_0424,FAKE-00060,815.71,1,LA,USA,"Proteomix SEC, 5μm, 100Å, 7.8×150 mm",Carbomix,Proteomix SEC,5,100,7.8,150,878.49,730.83,7.8x150mm
Sales Rep A,Sales Rep A,9/13/2023,Invoice,SO2025019843,Account_0424_XWD,Account_0424,FAKE-00007,3831.08,4,ND,USA,"Sepax Protein Standard Item, 5μm, 300Å, 4.6×150 mm",SEC,General,5,300,4.6,150,960.13,788.69,4.6x150mm
Sales Rep A,Sales Rep A,9/13/2023,Invoice,SO2025019844,Account_0424_XWD,Account_0424,FAKE-00007,3831.08,4,ND,USA,"Sepax Protein Standard Item, 5μm, 300Å, 4.6×150 mm",SEC,General,5,300,4.6,150,960.13,788.69,4.6x150mm
